title,genres,rating,coverImg,bookLink
Vurt,"['Science Fiction', 'Fiction']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361253092i/17401136.jpg,https://www.goodreads.com/book/show/17401136-vurt
El camino,"['Classics', 'Fiction']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422807992i/60662.jpg,https://www.goodreads.com/book/show/60662.El_camino
Before,"['Romance', 'New Adult']",3.69,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1449431625i/25788203.jpg,https://www.goodreads.com/book/show/25788203-before
10 Minutes 38 Seconds in This Strange World,"['Fiction', 'Contemporary']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556019023i/43706466.jpg,https://www.goodreads.com/book/show/43706466-10-minutes-38-seconds-in-this-strange-world
Waiting Period,"['Fiction', 'Mystery']",3.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390066113i/46939.jpg,https://www.goodreads.com/book/show/46939.Waiting_Period
"Take a Hint, Dani Brown","['Romance', 'Contemporary']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1572990974i/49976087.jpg,https://www.goodreads.com/book/show/49976087-take-a-hint-dani-brown
The Complete Poems,"['Poetry', 'Classics']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1346376073i/223394.jpg,https://www.goodreads.com/book/show/223394.The_Complete_Poems
Supernova: Petir,"['Fiction', 'Novels']",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404292897i/1421046.jpg,https://www.goodreads.com/book/show/1421046.Supernova
Dairy Queen,"['Young Adult', 'Contemporary']",3.75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1570323194i/16178.jpg,https://www.goodreads.com/book/show/16178.Dairy_Queen
Title not found,[],,,https://www.goodreads.com/book/show/31426.The_Collected_Poems
Queen of Song and Souls,"['Fantasy', 'Romance']",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388566283i/3354025.jpg,https://www.goodreads.com/book/show/3354025-queen-of-song-and-souls
Something Like Fate,"['Young Adult', 'Romance']",3.68,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399592376i/6621143.jpg,https://www.goodreads.com/book/show/6621143-something-like-fate
The Magician's Elephant,"['Fantasy', 'Fiction']",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320520056i/6345760.jpg,https://www.goodreads.com/book/show/6345760-the-magician-s-elephant
The Overlook,"['Mystery', 'Fiction']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442875969i/84785.jpg,https://www.goodreads.com/book/show/84785.The_Overlook
Un Lun Dun,"['Fantasy', 'Young Adult']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1170692699i/68496.jpg,https://www.goodreads.com/book/show/68496.Un_Lun_Dun
Blood Kiss,"['Paranormal', 'Paranormal Romance']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1426697749i/24903031.jpg,https://www.goodreads.com/book/show/24903031-blood-kiss
Mythago Wood,"['Fantasy', 'Fiction']",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308639607i/126192.jpg,https://www.goodreads.com/book/show/126192.Mythago_Wood
Bounty from the Box: The CSA Farm Cookbook,"['Cookbooks', 'Cooking']",4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1465428510i/27287136.jpg,https://www.goodreads.com/book/show/27287136-bounty-from-the-box
One by One,"['Mystery', 'Thriller']",3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587655884i/50892433.jpg,https://www.goodreads.com/book/show/50892433-one-by-one
A Court of Silver Flames,"['Fantasy', 'Romance']",4.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600960807i/54479197.jpg,https://www.goodreads.com/book/show/54479197-a-court-of-silver-flames
The March Of Folly: From Troy To Vietnam,"['History', 'Nonfiction']",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404483483i/10302.jpg,https://www.goodreads.com/book/show/10302.The_March_Of_Folly
The Rebel,"['Philosophy', 'Nonfiction']",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547122397i/11990.jpg,https://www.goodreads.com/book/show/11990.The_Rebel
Island Sequined Love Nun,"['Humor', 'Fiction']",3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1168444146i/33455.jpg,https://www.goodreads.com/book/show/33455.Island_Sequined_Love_Nun
Tangled Webs,"['Fantasy', 'Romance']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1475296189i/997846.jpg,https://www.goodreads.com/book/show/997846.Tangled_Webs
Strength in What Remains,"['Nonfiction', 'Africa']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394335626i/6282334.jpg,https://www.goodreads.com/book/show/6282334-strength-in-what-remains
Genghis: Lords of the Bow,"['Historical Fiction', 'Fiction']",4.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388213209i/1632833.jpg,https://www.goodreads.com/book/show/1632833.Genghis
Caligula,"['Plays', 'Classics']",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1341261238i/15698.jpg,https://www.goodreads.com/book/show/15698.Caligula
What's Left of Me,"['Romance', 'New Adult']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380255628i/18480026.jpg,https://www.goodreads.com/book/show/18480026-what-s-left-of-me
The Judgement,"['Paranormal', 'Paranormal Romance']",4.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1413996900i/23343397.jpg,https://www.goodreads.com/book/show/23343397-the-judgement
Defy,"['Fantasy', 'Young Adult']",3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371226819i/17406847.jpg,https://www.goodreads.com/book/show/17406847-defy
The One Minute Manager,"['Business', 'Leadership']",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348155441i/763362.jpg,https://www.goodreads.com/book/show/763362.The_One_Minute_Manager
"Layman's Handbook, A journey to SELF","['Drama', 'Contemporary']",4.40,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1569312925l/50836219.jpg,https://www.goodreads.com/book/show/50836219-layman-s-handbook-a-journey-to-self
Platero y yo,"['Poetry', 'Classics']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545722640i/965154.jpg,https://www.goodreads.com/book/show/965154.Platero_y_yo
Wondrous Strange,"['Fantasy', 'Young Adult']",3.69,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327879404i/3064985.jpg,https://www.goodreads.com/book/show/3064985-wondrous-strange
The Nightmare,"['Thriller', 'Crime']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1340909323i/13722526.jpg,https://www.goodreads.com/book/show/13722526-the-nightmare
The Probability of Miracles,"['Young Adult', 'Contemporary']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1301695123i/10710505.jpg,https://www.goodreads.com/book/show/10710505-the-probability-of-miracles
The Prize,"['Historical Romance', 'Romance']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304789713i/107772.jpg,https://www.goodreads.com/book/show/107772.The_Prize
Cop Town,"['Mystery', 'Thriller']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548251974i/18594594.jpg,https://www.goodreads.com/book/show/18594594-cop-town
Voluntary Madness,"['Fiction', 'Noir']",3.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1175731280i/552106.jpg,https://www.goodreads.com/book/show/552106.Voluntary_Madness
The Charlemagne Pursuit,"['Thriller', 'Fiction']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435806459i/3124122.jpg,https://www.goodreads.com/book/show/3124122-the-charlemagne-pursuit
The Dictionary of Lost Words,"['Historical Fiction', 'Fiction']",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1576570225i/49354511.jpg,https://www.goodreads.com/book/show/49354511-the-dictionary-of-lost-words
Straight Man,"['Fiction', 'Humor']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1430659357i/414298.jpg,https://www.goodreads.com/book/show/414298.Straight_Man
Iphigenia in Aulis,"['Plays', 'Classics']",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347477750i/1496.jpg,https://www.goodreads.com/book/show/1496.Iphigenia_in_Aulis
Marcelo in the Real World,"['Young Adult', 'Fiction']",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328838330i/3700085.jpg,https://www.goodreads.com/book/show/3700085-marcelo-in-the-real-world
Dragon Wing,"['Fantasy', 'Fiction']",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1680378149i/28481.jpg,https://www.goodreads.com/book/show/28481.Dragon_Wing
The Society of the Spectacle,"['Philosophy', 'Nonfiction']",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1370746722i/381440.jpg,https://www.goodreads.com/book/show/381440.The_Society_of_the_Spectacle
This Dark Endeavor,"['Young Adult', 'Fantasy']",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339610786i/9779094.jpg,https://www.goodreads.com/book/show/9779094-this-dark-endeavor
Deadlocked,"['Fantasy', 'Vampires']",3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1721924486i/10407279.jpg,https://www.goodreads.com/book/show/10407279-deadlocked
Comet in Moominland,"['Fantasy', 'Fiction']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389287390i/1003725.jpg,https://www.goodreads.com/book/show/1003725.Comet_in_Moominland
A Face Like Glass,"['Fantasy', 'Young Adult']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362222949i/12666103.jpg,https://www.goodreads.com/book/show/12666103-a-face-like-glass
The Treatment,"['Young Adult', 'Dystopia']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1507130581i/36353058.jpg,https://www.goodreads.com/book/show/36353058-the-treatment
"Death Note: Black Edition, Vol. 1","['Manga', 'Graphic Novels']",4.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327777419i/6345999.jpg,https://www.goodreads.com/book/show/6345999-death-note
The Highlander's Touch,"['Romance', 'Time Travel']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1257330461i/815150.jpg,https://www.goodreads.com/book/show/815150.The_Highlander_s_Touch
Outsourced World,"['Adventure', 'Nonfiction']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1493370226i/35001887.jpg,https://www.goodreads.com/book/show/35001887-outsourced-world---seducing-goddess-durga-during-the-clinton-era
Animant Crumbs Staubchronik,"['Romance', 'Historical Fiction']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1508243606i/36428005.jpg,https://www.goodreads.com/book/show/36428005-animant-crumbs-staubchronik
Dreadnought,"['Fantasy', 'Young Adult']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1466970667i/30279514.jpg,https://www.goodreads.com/book/show/30279514-dreadnought
The Sanatorium,"['Mystery', 'Thriller']",3.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1612344489i/56935099.jpg,https://www.goodreads.com/book/show/56935099-the-sanatorium
Swallows and Amazons,"['Classics', 'Fiction']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1277148503i/125190.jpg,https://www.goodreads.com/book/show/125190.Swallows_and_Amazons
The Key to Rondo,"['Fantasy', 'Young Adult']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328840238i/2272641.jpg,https://www.goodreads.com/book/show/2272641.The_Key_to_Rondo
Fated,"['Paranormal', 'Vampires']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1280537841i/8686057.jpg,https://www.goodreads.com/book/show/8686057-fated
Hammered,"['Fantasy', 'Urban Fantasy']",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660271547i/9595620.jpg,https://www.goodreads.com/book/show/9595620-hammered
The War of Art,"['Nonfiction', 'Writing']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1574272133i/1319.jpg,https://www.goodreads.com/book/show/1319.The_War_of_Art
The Darkest Road,"['Fantasy', 'Fiction']",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388894721i/290628.jpg,https://www.goodreads.com/book/show/290628.The_Darkest_Road
Captains Courageous,"['Classics', 'Fiction']",3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327959659i/34057.jpg,https://www.goodreads.com/book/show/34057.Captains_Courageous
Queen Song,"['Fantasy', 'Young Adult']",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437677533i/25005214.jpg,https://www.goodreads.com/book/show/25005214-queen-song
Immortal Reign,"['Fantasy', 'Young Adult']",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1490974768i/23367265.jpg,https://www.goodreads.com/book/show/23367265-immortal-reign
From Potter's Field,"['Mystery', 'Fiction']",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309209800i/6537.jpg,https://www.goodreads.com/book/show/6537.From_Potter_s_Field
The Witch Boy,"['Graphic Novels', 'Fantasy']",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1488508665i/31193426.jpg,https://www.goodreads.com/book/show/31193426-the-witch-boy
The Iron Flower,"['Fantasy', 'Young Adult']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1515505297i/35750305.jpg,https://www.goodreads.com/book/show/35750305-the-iron-flower
The Black Box,"['Mystery', 'Fiction']",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344765247i/13495034.jpg,https://www.goodreads.com/book/show/13495034-the-black-box
Betsy-Tacy,"['Classics', 'Childrens']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440321278i/7909.jpg,https://www.goodreads.com/book/show/7909.Betsy_Tacy
The Cruel Sea,"['Fiction', 'Historical Fiction']",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385183511i/183586.jpg,https://www.goodreads.com/book/show/183586.The_Cruel_Sea
The Autumn of the Patriarch,"['Fiction', 'Magical Realism']",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410136666i/23887.jpg,https://www.goodreads.com/book/show/23887.The_Autumn_of_the_Patriarch
Timeless,"['Time Travel', 'Young Adult']",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1275460221i/8100422.jpg,https://www.goodreads.com/book/show/8100422-timeless
Rainbow Boys,"['Young Adult', 'LGBT']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388281942i/94064.jpg,https://www.goodreads.com/book/show/94064.Rainbow_Boys
Earth Unaware,"['Science Fiction', 'Fiction']",3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327948408i/13151129.jpg,https://www.goodreads.com/book/show/13151129-earth-unaware
Blue Skies,"['Romance', 'Contemporary Romance']",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266705408i/89354.jpg,https://www.goodreads.com/book/show/89354.Blue_Skies
Taunting Destiny,"['Fantasy', 'Paranormal']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377882651i/17980013.jpg,https://www.goodreads.com/book/show/17980013-taunting-destiny
"The Innovators","['Nonfiction', 'History']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410191571i/21856367.jpg,https://www.goodreads.com/book/show/21856367-the-innovators
The Bride Test,"['Romance', 'Contemporary']",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548428073i/39338454.jpg,https://www.goodreads.com/book/show/39338454-the-bride-test
They Never Learn,"['Thriller', 'Mystery Thriller']",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600611054i/50892240.jpg,https://www.goodreads.com/book/show/50892240-they-never-learn
Dearie,"['Biography', 'Nonfiction']",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344371053i/13531538.jpg,https://www.goodreads.com/book/show/13531538-dearie
Riddle-Master,"['Fantasy', 'Fiction']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401387247i/19821.jpg,https://www.goodreads.com/book/show/19821.Riddle_Master
Bloom,"['Young Adult', 'Romance']",3.69,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298132153i/678891.jpg,https://www.goodreads.com/book/show/678891.Bloom
Under the Jolly Roger,"['Historical Fiction', 'Young Adult']",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1427211277i/295651.jpg,https://www.goodreads.com/book/show/295651.Under_the_Jolly_Roger
سقف الكفاية,"['Novels', 'Fiction']",3.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1207126012i/3153116.jpg,https://www.goodreads.com/book/show/3153116
"Hush, Hush","['Graphic Novels', 'Young Adult']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312079637i/11514260.jpg,https://www.goodreads.com/book/show/11514260-hush-hush
Promise Me,"['Mystery', 'Fiction']",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361152177i/43924.jpg,https://www.goodreads.com/book/show/43924.Promise_Me
The Broken Eye,"['Fantasy', 'Fiction']",4.45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659765822i/12652457.jpg,https://www.goodreads.com/book/show/12652457-the-broken-eye
تصوف: منقذو الآلهة,"['Philosophy', 'Nonfiction']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384813308i/18829574.jpg,https://www.goodreads.com/book/show/18829574
A Certain Age,"['Fiction', 'Chick Lit']",3.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320472906i/100957.jpg,https://www.goodreads.com/book/show/100957.A_Certain_Age
"Caliban and the Witch","['Feminism', 'Nonfiction']",4.55,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344937010i/403846.jpg,https://www.goodreads.com/book/show/403846.Caliban_and_the_Witch
The Last Report on the Miracles at Little No Horse,"['Fiction', 'Historical Fiction']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355127660i/63837.jpg,https://www.goodreads.com/book/show/63837.The_Last_Report_on_the_Miracles_at_Little_No_Horse
Batman: Arkham Asylum - A Serious House on Serious Earth,"['Comics', 'Graphic Novels']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388209338i/22374.jpg,https://www.goodreads.com/book/show/22374.Batman
Relentless,"['Thriller', 'Horror']",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320399029i/4946005.jpg,https://www.goodreads.com/book/show/4946005-relentless
"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever","['Vampires', 'Young Adult']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327900390i/6424184.jpg,https://www.goodreads.com/book/show/6424184-thirst-no-2
Caddie Woodlawn,"['Historical Fiction', 'Childrens']",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388281233i/205821.jpg,https://www.goodreads.com/book/show/205821.Caddie_Woodlawn
As Dead As It Gets,"['Horror', 'Young Adult']",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319828032i/12862611.jpg,https://www.goodreads.com/book/show/12862611-as-dead-as-it-gets
Awaken,"['Young Adult', 'Fantasy']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351512151i/13061500.jpg,https://www.goodreads.com/book/show/13061500-awaken
Archangel's Blade,"['Paranormal', 'Romance']",4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877499i/8074967.jpg,https://www.goodreads.com/book/show/8074967-archangel-s-blade
The Varieties of Religious Experience,"['Philosophy', 'Religion']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1167956957i/28820.jpg,https://www.goodreads.com/book/show/28820.The_Varieties_of_Religious_Experience
The Speed of Life,"['Fiction', 'Novels']",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1541632106i/42670801.jpg,https://www.goodreads.com/book/show/42670801-the-speed-of-life
"Sing, Unburied, Sing","['Fiction', 'Magical Realism']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499340866i/32920226.jpg,https://www.goodreads.com/book/show/32920226-sing-unburied-sing
Behold the Dreamers,"['Fiction', 'Africa']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498483394i/35259724.jpg,https://www.goodreads.com/book/show/35259724-behold-the-dreamers
The Body: A Guide for Occupants,"['Nonfiction', 'Science']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565810646i/43582376.jpg,https://www.goodreads.com/book/show/43582376-the-body
Boyfriend Material,"['LGBT', 'Contemporary']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1575987260i/50225678.jpg,https://www.goodreads.com/book/show/50225678-boyfriend-material
Mourning Grey: Part Three The Guardians Of The Temple Saga,[],4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1626741943i/58592250.jpg,https://www.goodreads.com/book/show/58592250-mourning-grey
Five Days at Memorial,"['Nonfiction', 'History']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380120962i/17704902.jpg,https://www.goodreads.com/book/show/17704902-five-days-at-memorial
Cleopatra and Frankenstein,"['Fiction', 'Romance']",3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1621624081i/57693262.jpg,https://www.goodreads.com/book/show/57693262-cleopatra-and-frankenstein
Five Smooth Stones,"['Fiction', 'Historical Fiction']",4.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1173310355i/271685.jpg,https://www.goodreads.com/book/show/271685.Five_Smooth_Stones
Jarhead,"['Nonfiction', 'War']",3.69,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441488495i/75060.jpg,https://www.goodreads.com/book/show/75060.Jarhead_
A Faint Cold Fear,"['Thriller', 'Mystery']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394126332i/21721.jpg,https://www.goodreads.com/book/show/21721.A_Faint_Cold_Fear
Broken,"['Urban Fantasy', 'Fantasy']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330706568i/11915.jpg,https://www.goodreads.com/book/show/11915.Broken
Boomerang: Travels in the New Third World,"['Nonfiction', 'Economics']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1345046879i/13707738.jpg,https://www.goodreads.com/book/show/13707738-boomerang
The True Story of the 3 Little Pigs,"['Picture Books', 'Childrens']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,https://www.goodreads.com/book/show/125507.The_True_Story_of_the_3_Little_Pigs
Dragonfly,"['Fantasy', 'Young Adult']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355031018i/6449920.jpg,https://www.goodreads.com/book/show/6449920-dragonfly
The Iron Legends,"['Fantasy', 'Young Adult']",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335457599i/13547956.jpg,https://www.goodreads.com/book/show/13547956-the-iron-legends
Timebound,"['Time Travel', 'Young Adult']",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371864811i/18108877.jpg,https://www.goodreads.com/book/show/18108877-timebound
The Expats,"['Fiction', 'Mystery']",3.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325641431i/12617758.jpg,https://www.goodreads.com/book/show/12617758-the-expats
"White Rose, Black Forest","['Historical Fiction', 'Fiction']",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1520356787i/35889209.jpg,https://www.goodreads.com/book/show/35889209-white-rose-black-forest
The Double Bind,"['Fiction', 'Mystery']",3.63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348690366i/126807.jpg,https://www.goodreads.com/book/show/126807.The_Double_Bind
"Fluke: Or, I Know Why the Winged Whale Sings","['Fiction', 'Humor']",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1168444068i/33441.jpg,https://www.goodreads.com/book/show/33441.Fluke
The Devil of Nanking,"['Horror', 'Thriller']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388725581i/366787.jpg,https://www.goodreads.com/book/show/366787.The_Devil_of_Nanking
Sovereign,"['Historical Fiction', 'Mystery']",4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440215651i/138684.jpg,https://www.goodreads.com/book/show/138684.Sovereign
Five on a Treasure Island,"['Childrens', 'Fiction']",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408926754i/17488.jpg,https://www.goodreads.com/book/show/17488.Five_on_a_Treasure_Island
Megan Meade's Guide to the McGowan Boys,"['Young Adult', 'Romance']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388397285i/238360.jpg,https://www.goodreads.com/book/show/238360.Megan_Meade_s_Guide_to_the_McGowan_Boys
The Prophet of Yonwood,"['Young Adult', 'Dystopia']",3.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320636285i/207034.jpg,https://www.goodreads.com/book/show/207034.The_Prophet_of_Yonwood
The Spook's Sacrifice,"['Fantasy', 'Young Adult']",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349001846i/6097180.jpg,https://www.goodreads.com/book/show/6097180-the-spook-s-sacrifice
Life,"['Music', 'Biography']",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327960451i/9439303.jpg,https://www.goodreads.com/book/show/9439303-life
